Nombre_Modelo,Modelo,Flexible,MAE_Mean,MAE_Std,MAPE_Mean,MAPE_Std,R2_Mean,Acc_Mean,F1_Mean,Best_R2,Best_MAE,Best_MAPE,Hidden_Dim,Dropout,LR
LSTM_grid,LSTM,False,0.7224042534828186,0.10995669402835204,0.11039305180311203,0.032481224305887874,0.5888022065162659,0.8485714285714285,0.8402707402792654,0.7647270560264587,0.8477370738983154,0.16233398020267487,16,0.0,0.1
LSTM_grid,LSTM,False,0.7095200300216675,0.1601867403380818,0.10628591179847717,0.036181959078777054,0.5928459167480469,0.917142857142857,0.9140495360785215,0.8057370185852051,0.5566553473472595,0.0693906620144844,16,0.0,0.01
LSTM_grid,LSTM,False,0.7998596668243408,0.2163624400964024,0.12199009656906128,0.05190606107409148,0.556201982498169,0.9304761904761903,0.9271276859987767,0.7531492710113525,0.6060606837272644,0.07776518911123276,16,0.0,0.005
LSTM_grid,LSTM,False,0.7826583504676818,0.1867923583772583,0.11856190115213394,0.03838586931370147,0.3923583745956421,0.8514285714285716,0.8389373631707727,0.8245073556900024,0.5309024453163147,0.06582426279783249,16,0.0,0.001
LSTM_grid,LSTM,False,0.901369845867157,0.22797696042487464,0.13301029950380325,0.030073050549618688,0.05704540014266968,0.8095238095238095,0.8059527950310559,0.7980995774269104,0.6829419732093811,0.13729706406593323,16,0.2,0.1
LSTM_grid,LSTM,False,0.7514712452888489,0.1430324873743646,0.11357273310422897,0.03130272565243588,0.4963643550872803,0.878095238095238,0.8694532627865961,0.8189823627471924,0.5608083605766296,0.07030487060546875,16,0.2,0.01
LSTM_grid,LSTM,False,0.8607985615730286,0.26799390080819985,0.1341370612382889,0.05554243715773111,0.20117722749710082,0.8380952380952381,0.8279128901157886,0.8025144338607788,0.5494469404220581,0.06703660637140274,16,0.2,0.005
LSTM_grid,LSTM,False,0.8292901039123535,0.1887158755755543,0.12434881925582886,0.04379179281509344,0.3453333854675293,0.8923809523809524,0.881007756545514,0.7893880605697632,0.5684894919395447,0.0690554678440094,16,0.2,0.001
LSTM_grid,LSTM,False,0.9809244513511658,0.26141359638956396,0.15267983824014664,0.06366160807292942,0.04751784801483154,0.7819047619047619,0.773469387755102,0.6928831338882446,0.6968746781349182,0.08839090913534164,16,0.3,0.1
LSTM_grid,LSTM,False,0.8104913473129273,0.1841364086170102,0.12310737818479538,0.030333966459772824,0.265410315990448,0.8514285714285714,0.8445603982140977,0.8004918694496155,0.7223547101020813,0.13924507796764374,16,0.3,0.01
LSTM_grid,LSTM,False,0.9504886746406556,0.286264930640555,0.14214232116937636,0.05189452254861817,0.08930718898773193,0.7561904761904763,0.7421965340081281,0.7374348640441895,0.6539188027381897,0.08271266520023346,16,0.3,0.005
LSTM_grid,LSTM,False,1.0095376372337341,0.29306958925559584,0.14862189441919327,0.035797212442979044,0.10855318307876587,0.822857142857143,0.8100365886902882,0.7406830787658691,0.8599467873573303,0.17407985031604767,16,0.3,0.001
LSTM_grid,LSTM,False,0.7849156141281128,0.15793907259036508,0.12549663931131363,0.04427352194268366,0.53126962184906,0.917142857142857,0.9157696613074187,0.7300372123718262,0.8896623253822327,0.1896677315235138,16,0.5,0.1
LSTM_grid,LSTM,False,0.7174204766750336,0.21182131245665045,0.11338588148355484,0.051728568772444514,0.5817965149879456,0.917142857142857,0.9157696613074187,0.8224856853485107,0.5333483815193176,0.06705301254987717,16,0.5,0.01
LSTM_grid,LSTM,False,0.8065764129161834,0.2556550134110002,0.1239889495074749,0.047327287077572146,0.3250197649002075,0.8247619047619048,0.817888198757764,0.8404405117034912,0.49653008580207825,0.06101490184664726,16,0.5,0.005
LSTM_grid,LSTM,False,0.9262624740600586,0.1407138710325793,0.14541119784116746,0.03837591732947274,0.2465732455253601,0.8504761904761905,0.831382869411855,0.7063729763031006,0.9072098135948181,0.181767076253891,16,0.5,0.001
LSTM_grid,LSTM,False,0.8192663073539734,0.13748995011826967,0.12309944480657578,0.040515717485961104,0.5207845091819763,0.8342857142857143,0.8357142857142857,0.6723026037216187,0.9868453741073608,0.1848963052034378,32,0.0,0.1
LSTM_grid,LSTM,False,0.675182992219925,0.11131731559137927,0.10256710276007652,0.03279723894480939,0.6290732264518738,0.9314285714285713,0.9278400546821599,0.8526148796081543,0.4984264075756073,0.05975901708006859,32,0.0,0.01
LSTM_grid,LSTM,False,0.6725995779037476,0.11890850429422839,0.10231898874044418,0.03403502162600597,0.6335801959037781,0.917142857142857,0.9140495360785215,0.7944261431694031,0.5549762845039368,0.06929509341716766,32,0.0,0.005
LSTM_grid,LSTM,False,0.8914867401123047,0.12902405793404984,0.13764968514442444,0.038936398129890915,0.3360395073890686,0.8504761904761905,0.8371276859987768,0.6990637183189392,0.9285157918930054,0.19914118945598602,32,0.0,0.001
LSTM_grid,LSTM,False,0.7969484329223633,0.11301310191549488,0.12080722898244858,0.030920964352933265,0.37486631870269777,0.8361904761904763,0.8146000861883215,0.7783446311950684,0.8099334836006165,0.15802182257175446,32,0.2,0.1
LSTM_grid,LSTM,False,0.7228474378585815,0.12470547246378477,0.11018553376197815,0.02852039373862863,0.5272979974746704,0.9038095238095238,0.9011394831684687,0.8211734890937805,0.5247074365615845,0.06694687157869339,32,0.2,0.01
LSTM_grid,LSTM,False,0.9642773985862731,0.4793273650717101,0.13799854665994643,0.04739004304586149,0.18771353960037232,0.777142857142857,0.7665182336460532,0.814508318901062,0.6610795259475708,0.13166004419326782,32,0.2,0.005
LSTM_grid,LSTM,False,0.8053738355636597,0.21825006773987812,0.12165659070014953,0.040309311318100026,0.37146797180175783,0.8504761904761905,0.8444653134813318,0.7476488351821899,0.9153158664703369,0.17003697156906128,32,0.2,0.001
LSTM_grid,LSTM,False,0.9434053063392639,0.22697279937828171,0.1413682296872139,0.033731408059923425,0.03431605100631714,0.7828571428571429,0.7741094029585077,0.7642987966537476,0.8332861661911011,0.16166092455387115,32,0.3,0.1
LSTM_grid,LSTM,False,0.6823476314544678,0.13305145611034877,0.10424259901046753,0.03221328863009312,0.6057988047599793,0.9304761904761903,0.9271276859987767,0.8179213404655457,0.7098873257637024,0.13905420899391174,32,0.3,0.01
LSTM_grid,LSTM,False,0.7018969357013702,0.1449427538396377,0.10817441269755364,0.03339234159354998,0.5666574835777283,0.8914285714285712,0.8606815958570344,0.8658710718154907,0.4749608337879181,0.057631466537714005,32,0.3,0.005
LSTM_grid,LSTM,False,0.7620524168014526,0.24459504821563052,0.11340614631772042,0.04009537132535293,0.3856114149093628,0.8657142857142857,0.8599585921325051,0.840402364730835,0.504510223865509,0.06240624561905861,32,0.3,0.001
LSTM_grid,LSTM,False,0.8804118275642395,0.10300082587554857,0.13219573497772216,0.02681959648381979,0.282624089717865,0.7971428571428573,0.7935474390425066,0.7755244374275208,0.9006755948066711,0.16494828462600708,32,0.5,0.1
LSTM_grid,LSTM,False,0.6617196440696717,0.10901029586988158,0.09973343759775162,0.033706268041936716,0.6352687120437622,0.9038095238095238,0.9004487503343338,0.8075419664382935,0.5250619053840637,0.06340936571359634,32,0.5,0.01
LSTM_grid,LSTM,False,0.7340352416038514,0.13070736433181335,0.11154322624206543,0.028819796572500146,0.5126657605171203,0.8638095238095238,0.8466915113871634,0.783207356929779,0.7928928136825562,0.1472303420305252,32,0.5,0.005
LSTM_grid,LSTM,False,0.8493452906608582,0.1647320890044313,0.12913810461759567,0.030122486922046204,0.23879441022872924,0.8238095238095239,0.8160785215857679,0.7663558125495911,0.8017841577529907,0.1501041054725647,32,0.5,0.001
LSTM_grid,LSTM,False,0.886572790145874,0.07672912443984342,0.13166838139295578,0.027081933549782736,0.30202172994613646,0.8361904761904763,0.8261904761904763,0.6750320196151733,0.9151787161827087,0.16907280683517456,64,0.0,0.1
LSTM_grid,LSTM,False,0.7063022017478943,0.09836405462149848,0.10556190609931945,0.028946747255556984,0.6021650075912476,0.9295238095238096,0.9301914300149019,0.7950083613395691,0.7576104998588562,0.1428699940443039,64,0.0,0.01
LSTM_grid,LSTM,False,0.7751647472381592,0.11619464586870684,0.11458683907985687,0.03185710687440654,0.5345939517021179,0.9304761904761903,0.9289259705299806,0.7603500485420227,0.8584848046302795,0.16199663281440735,64,0.0,0.005
LSTM_grid,LSTM,False,0.8566881895065308,0.22955502686565474,0.12594787776470184,0.019823306285955983,0.2754726529121399,0.8514285714285716,0.8441226579005809,0.8276167511940002,0.6696388125419617,0.13490702211856842,64,0.0,0.001
LSTM_grid,LSTM,False,0.9456915140151978,0.1588907984411438,0.1427713468670845,0.027728071543808158,0.17681009769439698,0.7685714285714286,0.7583226534761061,0.7735748887062073,0.8292928338050842,0.15501385927200317,64,0.2,0.1
LSTM_grid,LSTM,False,0.6570293962955475,0.14253511830901167,0.09919150024652482,0.03763591570674615,0.6538237690925598,0.9438095238095239,0.9424363279740854,0.7929292917251587,0.5505852103233337,0.06909026950597763,64,0.2,0.01
LSTM_grid,LSTM,False,0.6406501352787017,0.09876805757387497,0.0976701557636261,0.02708474326073778,0.6458133697509766,0.9580952380952382,0.9556040298374395,0.8282836675643921,0.6732998490333557,0.13199886679649353,64,0.2,0.005
LSTM_grid,LSTM,False,0.8074416875839233,0.15232501527186784,0.12363696396350861,0.0345442925445579,0.3975523114204407,0.8780952380952382,0.8576287211954641,0.789865255355835,0.5711590647697449,0.0706930086016655,64,0.2,0.001
LSTM_grid,LSTM,False,0.7944106578826904,0.15235562558984417,0.12262254655361175,0.04064139259901884,0.3692696332931519,0.8790476190476191,0.8831855343232917,0.751928985118866,0.6291754841804504,0.08084521442651749,64,0.3,0.1
LSTM_grid,LSTM,False,0.6872163057327271,0.0989677260717879,0.10589695572853089,0.03443422725730432,0.6232502341270447,0.9304761904761903,0.9293581780538303,0.7704235911369324,0.8097251653671265,0.1572144329547882,64,0.3,0.01
LSTM_grid,LSTM,False,0.6917864561080933,0.13621898356146206,0.104514479637146,0.034762849484834386,0.605423092842102,0.917142857142857,0.9140495360785215,0.7840135097503662,0.79253089427948,0.14507119357585907,64,0.3,0.005
LSTM_grid,LSTM,False,0.768394386768341,0.20664456195033562,0.11670727729797363,0.031545073531250425,0.38881555795669553,0.8780952380952382,0.8598592132505175,0.8341817855834961,0.6742786765098572,0.13193918764591217,64,0.3,0.001
LSTM_grid,LSTM,False,0.9883932590484619,0.24595317784500892,0.15533430278301238,0.06863614167736631,0.13872523307800294,0.7828571428571429,0.7643722943722944,0.5433751344680786,0.8862810134887695,0.10866192728281021,64,0.5,0.1
LSTM_grid,LSTM,False,0.659183245897293,0.1322978200234774,0.10193167701363563,0.037314671638776366,0.6333042740821838,0.9438095238095239,0.9424363279740854,0.8222405910491943,0.49201127886772156,0.06019790843129158,64,0.5,0.01
LSTM_grid,LSTM,False,0.6977331757545471,0.07320712104240082,0.10562485456466675,0.024859023051976105,0.5684152603149414,0.9314285714285715,0.9272172379418755,0.8211553692817688,0.7135380506515503,0.13621510565280914,64,0.5,0.005
LSTM_grid,LSTM,False,0.7578012645244598,0.28413166155745495,0.11285066232085228,0.044332721606537666,0.2820415496826172,0.8647619047619048,0.8576330153446857,0.8447302579879761,0.48170408606529236,0.05871162191033363,64,0.5,0.001
LSTM_grid,LSTM,False,1.1164390087127685,0.2466649159609046,0.1782750278711319,0.0750508690971234,0.0001696944236755371,0.7838095238095238,0.7477950310559006,0.45589685440063477,1.034852147102356,0.14043721556663513,128,0.0,0.1
LSTM_grid,LSTM,False,0.7027977705001831,0.12665833749178304,0.10731624066829681,0.03671140740513373,0.6243630409240722,0.9314285714285715,0.9302592132505175,0.7720475196838379,0.8271738886833191,0.16187387704849243,128,0.0,0.01
LSTM_grid,LSTM,False,0.6890195131301879,0.07355112386348334,0.10460153669118881,0.02849510610640379,0.6237858891487121,0.917142857142857,0.9140495360785215,0.8101996183395386,0.7611834406852722,0.14687715470790863,128,0.0,0.005
LSTM_grid,LSTM,False,0.7043031215667724,0.09869352074233971,0.10380521416664124,0.02275052771203839,0.5738353490829468,0.9314285714285715,0.9272172379418755,0.8364080190658569,0.668000340461731,0.12046010047197342,128,0.0,0.001
LSTM_grid,LSTM,False,1.008389413356781,0.14502283565279903,0.15922262519598007,0.03406689670672182,0.07514268159866333,0.837142857142857,0.8167638217928074,0.6014935970306396,0.9923431873321533,0.1998080611228943,128,0.2,0.1
LSTM_grid,LSTM,False,0.6508921384811401,0.12813984798799669,0.09875325262546539,0.034186035567808845,0.6301350593566895,0.9447619047619048,0.9425258799171843,0.8070889711380005,0.8040828108787537,0.14832502603530884,128,0.2,0.01
LSTM_grid,LSTM,False,0.662716007232666,0.08909636008134969,0.09925058931112289,0.028387244688265843,0.6291338562965393,0.9161904761904761,0.9163585732006785,0.8089985251426697,0.7438750863075256,0.139390230178833,128,0.2,0.005
LSTM_grid,LSTM,False,0.7757901310920715,0.10694048907857329,0.11783689111471177,0.02125029391662115,0.470774245262146,0.8914285714285715,0.8729373631707726,0.8154531717300415,0.7630898952484131,0.1476479172706604,128,0.2,0.001
LSTM_grid,LSTM,False,0.9704310774803162,0.15645904725383153,0.1511019080877304,0.04949324439820432,0.244243848323822,0.8371428571428572,0.8186915113871637,0.6775282621383667,0.7491079568862915,0.09750066697597504,128,0.3,0.1
LSTM_grid,LSTM,False,0.6510625958442688,0.11560566993258484,0.09803138002753257,0.03321522787521998,0.6378020286560059,0.9161904761904761,0.9171132800946467,0.8116843104362488,0.5038074254989624,0.06247573718428612,128,0.3,0.01
LSTM_grid,LSTM,False,0.7409348845481872,0.1959116944122694,0.1167635291814804,0.05441630657026961,0.544973361492157,0.9314285714285715,0.9289373631707727,0.8081590533256531,0.5435980558395386,0.06919786334037781,128,0.3,0.005
LSTM_grid,LSTM,False,0.7362197756767273,0.13800654479471164,0.11105373203754425,0.03360797910330088,0.5006104469299316,0.8504761904761905,0.825430488459474,0.7777191996574402,0.5569354891777039,0.06885058432817459,128,0.3,0.001
LSTM_grid,LSTM,False,1.1452133178710937,0.28862916886886564,0.1859525352716446,0.07965296166803336,-0.0334701418876648,0.7561904761904762,0.7150144927536232,0.3809965252876282,0.7607021331787109,0.10589127242565155,128,0.5,0.1
LSTM_grid,LSTM,False,0.6387603402137756,0.09926855068848434,0.09809721857309342,0.03316251873636787,0.6577251076698303,0.9304761904761903,0.9293581780538303,0.8040282130241394,0.7258846163749695,0.14561384916305542,128,0.5,0.01
LSTM_grid,LSTM,False,0.6832159042358399,0.1484951031010116,0.10823392570018768,0.049041454539870404,0.5872514367103576,0.9438095238095239,0.9424363279740854,0.8112188577651978,0.520806074142456,0.06505366414785385,128,0.5,0.005
LSTM_grid,LSTM,False,0.7463691115379334,0.24869472138307672,0.11154189854860305,0.0364973463416443,0.3467289447784424,0.8914285714285715,0.8729373631707726,0.8481274843215942,0.642453134059906,0.12328140437602997,128,0.5,0.001
