file,Hidden_Dim,Dropout,LR,R2_Mean,Best_R2,MAPE_Mean,Best_MAPE
grid_search_results_LSTM.csv,128,0.5,0.01,0.6577251076698303,0.8040282130241394,0.0980972185730934,0.1456138491630554
grid_search_results_GCN.csv,32,0.0,0.005,0.2995533585548401,0.4746356606483459,0.1484376072883605,0.2470342069864273
grid_search_results_GAT.csv,32,0.0,0.001,0.3344092011451721,0.6408877968788147,0.1419231906533241,0.1993815600872039
grid_search_results_SAGE.csv,16,0.2,0.1,0.649502158164978,0.7467753291130066,0.1089720487594604,0.0851669311523437
grid_search_results_STGNN.csv,16,0.2,0.1,0.473170006275177,0.7105002403259277,0.1245657190680503,0.0924272686243057
grid_search_results_LSTM_flexible.csv,64,0.3,0.01,0.5661956667900085,0.7270323038101196,0.1121280491352081,0.1539188176393509
grid_search_results_STGNN_flexible.csv,128,0.0,0.001,0.4194130420684814,0.7675601243972778,0.1241493746638298,0.1682846993207931
grid_search_results_STGNN_GCN_flexible.csv,16,0.0,0.005,0.4212997436523437,0.7118992805480957,0.1308619827032089,0.1880273818969726
grid_search_results_STGNN_SAGE_flexible.csv,64,0.2,0.1,0.4042713522911071,0.7036880850791931,0.141231283545494,0.1102602630853653
