Nombre_Modelo,Modelo,MAE_Mean,MAE_Std,R2_Mean,Acc_Mean,F1_Mean
LSTM_27012026,LSTM,0.7085991024971008,0.1453660714234692,0.5482564449310303,0.9457142857142857,0.9427890616601525
GCN_27012026,GCN,0.9399690866470337,0.20785340175847317,0.26095837354660034,0.8228571428571427,0.8063064182194617
GAT_27012026,GAT,0.9163028717041015,0.17499582190296764,0.30212247371673584,0.837142857142857,0.8167638217928074
SAGE_27012026,SAGE,0.7264037609100342,0.1173435122804018,0.57529776096344,0.9047619047619049,0.8797065939400035
STGNN_27012026,STGNN,0.7183119773864746,0.0975394607635501,0.5406935572624206,0.8638095238095238,0.84446101933211
